Time,Accel_X,Accel_Y,Accel_Z,Raw_Roll,Raw_Pitch,Raw_Yaw
47,0.27,-0.43,9.75,-2.5,-1.56,36.93
47,0.3,-0.43,9.83,-2.48,-1.75,36.93
47,0.3,-0.43,9.83,-2.48,-1.75,32.8
47,0.3,-0.43,9.83,-2.48,-1.75,32.8
48,0.3,-0.43,9.83,-2.48,-1.75,32.8
48,0.3,-0.43,9.83,-2.48,-1.75,32.8
48,0.3,-0.43,9.83,-2.48,-1.75,33.7
48,0.3,-0.43,9.83,-2.48,-1.75,33.7
48,0.3,-0.43,9.83,-2.48,-1.75,33.7
48,0.3,-0.43,9.83,-2.48,-1.75,33.7
48,0.3,-0.43,9.83,-2.48,-1.75,33.7
48,0.3,-0.43,9.83,-2.48,-1.75,36.95
48,0.27,-0.43,9.75,-2.5,-1.56,36.95
48,0.27,-0.43,9.75,-2.5,-1.56,36.95
48,0.27,-0.43,9.75,-2.5,-1.56,36.95
48,0.27,-0.43,9.75,-2.5,-1.56,36.95
48,0.27,-0.43,9.75,-2.5,-1.56,36.59
48,0.3,-0.66,9.75,-3.85,-1.76,36.59
48,0.3,-0.66,9.75,-3.85,-1.76,36.59
48,0.3,-0.66,9.75,-3.85,-1.76,36.59
48,0.3,-0.66,9.75,-3.85,-1.76,36.59
48,0.3,-0.66,9.75,-3.85,-1.76,32.73
48,0.38,-0.43,9.79,-2.49,-2.21,32.73
48,0.38,-0.43,9.79,-2.49,-2.21,32.73
48,0.38,-0.43,9.79,-2.49,-2.21,32.73
48,0.38,-0.43,9.79,-2.49,-2.21,32.73
48,0.38,-0.43,9.79,-2.49,-2.21,31.27
48,0.3,-0.46,9.79,-2.72,-1.76,31.27
48,0.3,-0.46,9.79,-2.72,-1.76,31.27
48,0.3,-0.46,9.79,-2.72,-1.76,31.27
48,0.3,-0.46,9.79,-2.72,-1.76,31.27
48,0.3,-0.46,9.79,-2.72,-1.76,33.48
48,0.27,-0.54,9.75,-3.16,-1.56,33.48
48,0.27,-0.54,9.75,-3.16,-1.56,33.48
48,0.27,-0.54,9.75,-3.16,-1.56,33.48
48,0.27,-0.54,9.75,-3.16,-1.56,33.48
48,0.27,-0.54,9.75,-3.16,-1.56,35.55
48,0.27,-0.54,9.75,-3.16,-1.56,35.55
48,0.19,-0.23,9.79,-1.37,-1.1,35.55
48,0.19,-0.23,9.79,-1.37,-1.1,35.55
48,0.19,-0.23,9.79,-1.37,-1.1,35.55
48,0.19,-0.23,9.79,-1.37,-1.1,39.91
48,0.19,-0.23,9.79,-1.37,-1.1,39.91
48,0.3,-0.66,9.79,-3.84,-1.76,39.91
48,0.3,-0.66,9.79,-3.84,-1.76,39.91
48,0.3,-0.66,9.79,-3.84,-1.76,39.91
48,0.3,-0.66,9.79,-3.84,-1.76,33.57
48,0.3,-0.66,9.79,-3.84,-1.76,33.57
48,0.23,-0.66,9.75,-3.85,-1.33,33.57
48,0.23,-0.66,9.75,-3.85,-1.33,33.57
48,0.23,-0.66,9.75,-3.85,-1.33,33.57
48,0.23,-0.66,9.75,-3.85,-1.33,33.22
48,0.23,-0.66,9.75,-3.85,-1.33,33.22
49,0.23,-0.66,9.75,-3.85,-1.33,33.22
49,0.23,-0.66,9.75,-3.85,-1.33,33.22
49,0.23,-0.16,9.75,-0.92,-1.33,33.22
49,0.23,-0.16,9.75,-0.92,-1.33,40.73
49,0.23,-0.16,9.75,-0.92,-1.33,40.73
49,0.23,-0.16,9.75,-0.92,-1.33,40.73
49,0.23,-0.16,9.75,-0.92,-1.33,40.73
49,0.23,-0.16,9.75,-0.92,-1.33,42.43
49,0.3,-0.35,9.79,-2.03,-1.76,42.43
49,0.3,-0.35,9.79,-2.03,-1.76,42.43
49,0.3,-0.35,9.79,-2.03,-1.76,35.17
49,0.3,-0.35,9.79,-2.03,-1.76,35.17
49,0.3,-0.35,9.79,-2.03,-1.76,35.17
49,0.27,-0.5,9.75,-2.94,-1.56,35.17
49,0.27,-0.5,9.75,-2.94,-1.56,35.17
49,0.27,-0.5,9.75,-2.94,-1.56,34.47
49,0.27,-0.5,9.75,-2.94,-1.56,34.47
49,0.27,-0.5,9.75,-2.94,-1.56,34.47
49,0.27,-0.5,9.75,-2.94,-1.56,34.47
49,0.27,-0.54,9.79,-3.15,-1.55,34.47
49,0.27,-0.54,9.79,-3.15,-1.55,32.97
49,0.27,-0.54,9.79,-3.15,-1.55,32.97
49,0.27,-0.54,9.79,-3.15,-1.55,32.97
49,0.27,-0.54,9.79,-3.15,-1.55,32.97
49,0.3,-0.2,9.79,-1.14,-1.76,32.97
49,0.3,-0.2,9.79,-1.14,-1.76,39.73
49,0.3,-0.2,9.79,-1.14,-1.76,39.73
49,0.3,-0.2,9.79,-1.14,-1.76,39.73
49,0.3,-0.2,9.79,-1.14,-1.76,39.73
49,0.27,-0.31,9.79,-1.81,-1.55,39.73
49,0.27,-0.31,9.79,-1.81,-1.55,35.68
49,0.27,-0.31,9.79,-1.81,-1.55,35.68
49,0.27,-0.31,9.79,-1.81,-1.55,35.68
49,0.27,-0.31,9.79,-1.81,-1.55,35.68
49,0.3,-0.23,9.79,-1.37,-1.76,35.68
49,0.3,-0.23,9.79,-1.37,-1.76,38.36
49,0.3,-0.23,9.79,-1.37,-1.76,38.36
49,0.3,-0.23,9.79,-1.37,-1.76,38.36
49,0.3,-0.23,9.79,-1.37,-1.76,38.36
49,0.57,-0.08,9.83,-0.48,-3.32,38.36
49,0.57,-0.08,9.83,-0.48,-3.32,28.66
49,0.57,-0.08,9.83,-0.48,-3.32,28.66
49,0.57,-0.08,9.83,-0.48,-3.32,28.66
49,0.57,-0.08,9.83,-0.48,-3.32,28.66
49,0.57,-0.08,9.83,-0.48,-3.32,32.8
49,0.19,-0.12,9.79,-0.69,-1.1,32.8
49,0.19,-0.12,9.79,-0.69,-1.1,32.8
49,0.19,-0.12,9.79,-0.69,-1.1,32.8
49,0.19,-0.12,9.79,-0.69,-1.1,32.8
50,0.19,-0.12,9.79,-0.69,-1.1,39.96
50,0.19,-0.12,9.79,-0.69,-1.1,39.96
50,0.19,-0.12,9.79,-0.69,-1.1,39.96
50,0.19,-0.12,9.79,-0.69,-1.1,39.96
50,0.04,8.96,9.52,43.26,-0.15,39.96
50,0.04,8.96,9.52,43.26,-0.15,39.96
50,0.04,8.96,9.52,43.26,-0.15,178.81
50,0.04,8.96,9.52,43.26,-0.15,178.81
50,0.04,8.96,9.52,43.26,-0.15,178.81
50,0.42,-3.87,9.63,-21.89,-2.31,178.81
50,0.42,-3.87,9.63,-21.89,-2.31,178.81
50,0.42,-3.87,9.63,-21.89,-2.31,19.32
50,0.42,-3.87,9.63,-21.89,-2.31,19.32
50,0.42,-3.87,9.63,-21.89,-2.31,19.32
50,2.22,1.07,10.29,5.94,-12.11,19.32
50,2.22,1.07,10.29,5.94,-12.11,19.32
50,2.22,1.07,10.29,5.94,-12.11,-49.19
50,2.22,1.07,10.29,5.94,-12.11,-49.19
50,2.22,1.07,10.29,5.94,-12.11,-49.19
50,1.11,5.05,9.68,27.58,-5.78,-49.19
50,1.11,5.05,9.68,27.58,-5.78,-49.19
50,1.11,5.05,9.68,27.58,-5.78,-176.26
50,1.11,5.05,9.68,27.58,-5.78,-176.26
50,1.11,5.05,9.68,27.58,-5.78,-176.26
50,1.11,5.05,9.68,27.58,-5.78,-176.26
50,1.11,5.05,9.68,27.58,-5.78,-173.82
50,2.1,1.87,10.21,10.4,-11.44,-173.82
50,2.1,1.87,10.21,10.4,-11.44,-173.82
50,2.1,1.87,10.21,10.4,-11.44,-173.82
50,2.1,1.87,10.21,10.4,-11.44,-173.82
50,2.1,1.87,10.21,10.4,-11.44,-100.79
50,-0.04,2.1,10.71,11.1,0.23,-100.79
50,-0.04,2.1,10.71,11.1,0.23,-100.79
50,-0.04,2.1,10.71,11.1,0.23,-100.79
50,-0.04,2.1,10.71,11.1,0.23,-100.79
50,-0.04,2.1,10.71,11.1,0.23,120.21
50,1.22,-0.66,9.45,-3.97,-7.36,120.21
50,1.22,-0.66,9.45,-3.97,-7.36,120.21
50,1.22,-0.66,9.45,-3.97,-7.36,120.21
50,1.22,-0.66,9.45,-3.97,-7.36,120.21
50,1.22,-0.66,9.45,-3.97,-7.36,10.84
50,0.65,-1.84,10.02,-10.43,-3.64,10.84
50,0.65,-1.84,10.02,-10.43,-3.64,10.84
50,0.65,-1.84,10.02,-10.43,-3.64,10.84
50,0.65,-1.84,10.02,-10.43,-3.64,10.84
51,0.65,-1.84,10.02,-10.43,-3.64,21.39
51,0.34,0.3,9.87,1.77,-1.97,21.39
51,0.34,0.3,9.87,1.77,-1.97,21.39
51,0.34,0.3,9.87,1.77,-1.97,21.39
51,0.34,0.3,9.87,1.77,-1.97,21.39
51,0.34,0.3,9.87,1.77,-1.97,48.95
51,0.34,0.3,9.87,1.77,-1.97,48.95
51,0.34,0.3,9.87,1.77,-1.97,43.75
51,0.34,0.3,9.87,1.77,-1.97,43.75
51,0.34,0.3,9.87,1.77,-1.97,43.75
51,-5.14,0.69,9.83,4,27.54,43.75
51,-5.14,0.69,9.83,4,27.54,43.75
51,-5.14,0.69,9.83,4,27.54,90.05
51,-5.14,0.69,9.83,4,27.54,90.05
51,-5.14,0.69,9.83,4,27.54,90.05
51,6.36,0.72,10.14,4.08,-32.02,90.05
51,6.36,0.72,10.14,4.08,-32.02,90.05
51,6.36,0.72,10.14,4.08,-32.02,-67.48
51,6.36,0.72,10.14,4.08,-32.02,-67.48
51,6.36,0.72,10.14,4.08,-32.02,-67.48
51,-5.9,0.38,11.02,1.97,28.17,-67.48
51,-5.9,0.38,11.02,1.97,28.17,-67.48
51,-5.9,0.38,11.02,1.97,28.17,88.14
51,-5.9,0.38,11.02,1.97,28.17,88.14
51,-5.9,0.38,11.02,1.97,28.17,88.14
51,-4.52,1.61,10.17,8.97,23.71,88.14
51,-4.52,1.61,10.17,8.97,23.71,88.14
51,-4.52,1.61,10.17,8.97,23.71,98.38
51,-4.52,1.61,10.17,8.97,23.71,98.38
51,-4.52,1.61,10.17,8.97,23.71,98.38
51,8.88,0,9.75,-0.02,-42.32,98.38
51,8.88,0,9.75,-0.02,-42.32,98.38
51,8.88,0,9.75,-0.02,-42.32,-65.66
51,8.88,0,9.75,-0.02,-42.32,-65.66
51,8.88,0,9.75,-0.02,-42.32,-65.66
51,-4.79,0.65,9.6,3.86,26.48,-65.66
51,-4.79,0.65,9.6,3.86,26.48,-65.66
51,-4.79,0.65,9.6,3.86,26.48,90.41
51,-4.79,0.65,9.6,3.86,26.48,90.41
51,-4.79,0.65,9.6,3.86,26.48,90.41
51,-5.06,1.68,9.71,9.83,27.18,90.41
51,-5.06,1.68,9.71,9.83,27.18,90.41
51,-5.06,1.68,9.71,9.83,27.18,99.26
51,-5.06,1.68,9.71,9.83,27.18,99.26
51,-5.06,1.68,9.71,9.83,27.18,99.26
51,-5.06,1.68,9.71,9.83,27.18,99.26
52,6.81,0.57,10.18,3.21,-33.76,99.26
52,6.81,0.57,10.18,3.21,-33.76,-65.64
52,6.81,0.57,10.18,3.21,-33.76,-65.64
52,6.81,0.57,10.18,3.21,-33.76,-65.64
52,6.81,0.57,10.18,3.21,-33.76,-65.64
52,-0.04,0.04,10.4,0.19,0.24,-65.64
52,-0.04,0.04,10.4,0.19,0.24,51.2
52,-0.04,0.04,10.4,0.19,0.24,51.2
52,-0.04,0.04,10.4,0.19,0.24,51.2
52,-0.04,0.04,10.4,0.19,0.24,51.2
52,-0.04,0.04,10.4,0.19,0.24,48.75
52,-6.59,-0.62,9.87,-3.58,33.69,48.75
52,-6.59,-0.62,9.87,-3.58,33.69,48.75
52,-6.59,-0.62,9.87,-3.58,33.69,48.75
52,-6.59,-0.62,9.87,-3.58,33.69,48.75
52,-6.59,-0.62,9.87,-3.58,33.69,82.7
52,-6.59,-0.62,9.87,-3.58,33.69,82.7
52,-6.59,-0.62,9.87,-3.58,33.69,82.7
52,9.95,-0.92,9.83,-5.36,-45.24,82.7
52,9.95,-0.92,9.83,-5.36,-45.24,82.7
52,9.95,-0.92,9.83,-5.36,-45.24,-59.91
52,9.95,-0.92,9.83,-5.36,-45.24,-59.91
52,9.95,-0.92,9.83,-5.36,-45.24,-59.91
52,-0.66,-0.08,10.09,-0.47,3.72,-59.91
52,-0.66,-0.08,10.09,-0.47,3.72,-59.91
52,-0.66,-0.08,10.09,-0.47,3.72,60.64
52,-0.66,-0.08,10.09,-0.47,3.72,60.64
52,-0.66,-0.08,10.09,-0.47,3.72,60.64
52,-1.54,-0.46,9.75,-2.73,8.94,60.64
52,-1.54,-0.46,9.75,-2.73,8.94,60.64
52,-1.54,-0.46,9.75,-2.73,8.94,64.28
52,-1.54,-0.46,9.75,-2.73,8.94,64.28
52,-1.54,-0.46,9.75,-2.73,8.94,64.28
52,0.42,-0.27,9.95,-1.57,-2.41,64.28
52,0.42,-0.27,9.95,-1.57,-2.41,64.28
52,0.42,-0.27,9.95,-1.57,-2.41,36.41
52,0.42,-0.27,9.95,-1.57,-2.41,36.41
52,0.42,-0.27,9.95,-1.57,-2.41,36.41
52,0.3,-0.04,9.83,-0.25,-1.75,36.41
52,0.3,-0.04,9.83,-0.25,-1.75,36.41
52,0.3,-0.04,9.83,-0.25,-1.75,39.63
52,0.3,-0.04,9.83,-0.25,-1.75,39.63
52,0.3,-0.04,9.83,-0.25,-1.75,39.63
52,0.3,-0.46,9.71,-2.74,-1.77,39.63
52,0.3,-0.46,9.71,-2.74,-1.77,39.63
52,0.3,-0.46,9.71,-2.74,-1.77,37.06
52,0.3,-0.46,9.71,-2.74,-1.77,37.06
52,0.3,-0.46,9.71,-2.74,-1.77,37.06
52,0.3,-0.46,9.71,-2.74,-1.77,37.06
53,0.27,-0.5,9.75,-2.94,-1.56,37.06
53,0.27,-0.5,9.75,-2.94,-1.56,37.69
53,0.27,-0.5,9.75,-2.94,-1.56,37.69
53,0.27,-0.5,9.75,-2.94,-1.56,37.69
53,0.27,-0.5,9.75,-2.94,-1.56,37.69
53,0.27,-0.31,9.79,-1.81,-1.55,37.69
53,0.27,-0.31,9.79,-1.81,-1.55,38.06
53,0.27,-0.31,9.79,-1.81,-1.55,38.06
53,0.27,-0.31,9.79,-1.81,-1.55,38.06
53,0.27,-0.31,9.79,-1.81,-1.55,38.06
53,0.27,-0.31,9.79,-1.81,-1.55,39.27
53,0.27,-0.31,9.79,-1.81,-1.55,39.27
53,0.27,-0.31,9.79,-1.81,-1.55,39.27
53,0.27,-0.31,9.79,-1.81,-1.55,39.27
53,0.27,-0.31,9.79,-1.81,-1.55,39.27
53,0.27,-0.31,9.79,-1.81,-1.55,39.45
53,0.27,-0.43,9.79,-2.49,-1.55,39.45
53,0.27,-0.43,9.79,-2.49,-1.55,39.45
53,0.27,-0.43,9.79,-2.49,-1.55,39.45
53,0.27,-0.43,9.79,-2.49,-1.55,39.45
53,0.27,-0.43,9.79,-2.49,-1.55,37.25
53,0.27,-0.39,9.79,-2.26,-1.55,37.25
53,0.27,-0.39,9.79,-2.26,-1.55,37.25
53,0.27,-0.39,9.79,-2.26,-1.55,37.25
53,0.27,-0.39,9.79,-2.26,-1.55,37.25
53,0.27,-0.39,9.79,-2.26,-1.55,39.66
53,0.27,-0.39,9.79,-2.26,-1.55,39.66
53,0.27,-0.39,9.79,-2.26,-1.55,39.66
53,0.23,-0.39,9.75,-2.27,-1.33,39.66
53,0.23,-0.39,9.75,-2.27,-1.33,39.66
53,0.23,-0.39,9.75,-2.27,-1.33,38.49
53,0.23,-0.39,9.75,-2.27,-1.33,38.49
53,0.23,-0.39,9.75,-2.27,-1.33,38.49
53,0.27,-0.43,9.79,-2.49,-1.55,38.49
53,0.27,-0.43,9.79,-2.49,-1.55,38.49
53,0.27,-0.43,9.79,-2.49,-1.55,38.05
53,0.27,-0.43,9.79,-2.49,-1.55,38.05
53,0.27,-0.43,9.79,-2.49,-1.55,38.05
53,0.27,-0.46,9.79,-2.72,-1.55,38.05
53,0.27,-0.46,9.79,-2.72,-1.55,38.05
53,0.27,-0.46,9.79,-2.72,-1.55,37.54
53,0.27,-0.46,9.79,-2.72,-1.55,37.54
53,0.27,-0.46,9.79,-2.72,-1.55,37.54
53,0.27,-0.39,9.79,-2.26,-1.55,37.54
53,0.27,-0.39,9.79,-2.26,-1.55,37.54
53,0.27,-0.39,9.79,-2.26,-1.55,37.07
53,0.27,-0.39,9.79,-2.26,-1.55,37.07
53,0.27,-0.39,9.79,-2.26,-1.55,37.07
53,0.27,-0.39,9.79,-2.26,-1.55,37.07
54,0.27,-0.39,9.75,-2.27,-1.56,37.07
54,0.27,-0.39,9.75,-2.27,-1.56,38.07
54,0.27,-0.39,9.75,-2.27,-1.56,38.07
54,0.27,-0.39,9.75,-2.27,-1.56,38.07
54,0.27,-0.39,9.75,-2.27,-1.56,38.07
54,0.27,-0.39,9.75,-2.27,-1.56,36.69
54,0.27,-0.39,9.79,-2.26,-1.55,36.69
54,0.27,-0.39,9.79,-2.26,-1.55,36.69
54,0.27,-0.39,9.79,-2.26,-1.55,36.69
54,0.27,-0.39,9.79,-2.26,-1.55,36.69
54,0.27,-0.39,9.79,-2.26,-1.55,36.46
54,0.23,-0.43,9.79,-2.49,-1.32,36.46
54,0.23,-0.43,9.79,-2.49,-1.32,36.46
54,0.23,-0.43,9.79,-2.49,-1.32,36.46
54,0.23,-0.43,9.79,-2.49,-1.32,36.46
54,0.23,-0.43,9.79,-2.49,-1.32,39.34
54,0.27,-0.43,9.79,-2.49,-1.55,39.34
54,0.27,-0.43,9.79,-2.49,-1.55,39.34
54,0.27,-0.43,9.79,-2.49,-1.55,39.34
54,0.27,-0.43,9.79,-2.49,-1.55,39.34
54,0.27,-0.43,9.79,-2.49,-1.55,36.88
54,0.19,-0.43,9.75,-2.5,-1.1,36.88
54,0.19,-0.43,9.75,-2.5,-1.1,36.88
54,0.19,-0.43,9.75,-2.5,-1.1,36.88
54,0.19,-0.43,9.75,-2.5,-1.1,36.88
54,0.19,-0.43,9.75,-2.5,-1.1,39.12
54,0.27,-0.39,9.79,-2.26,-1.55,39.12
54,0.27,-0.39,9.79,-2.26,-1.55,39.12
54,0.27,-0.39,9.79,-2.26,-1.55,39.12
54,0.27,-0.39,9.79,-2.26,-1.55,39.12
54,0.27,-0.39,9.79,-2.26,-1.55,37.84
54,0.3,-0.39,9.83,-2.25,-1.75,37.84
54,0.3,-0.39,9.83,-2.25,-1.75,37.84
54,0.3,-0.39,9.83,-2.25,-1.75,37.84
54,0.3,-0.39,9.83,-2.25,-1.75,37.84
54,0.3,-0.39,9.83,-2.25,-1.75,36.75
54,0.3,-0.39,9.83,-2.25,-1.75,36.75
54,0.3,-0.39,9.83,-2.25,-1.75,36.75
54,0.27,-0.39,9.79,-2.26,-1.55,36.75
54,0.27,-0.39,9.79,-2.26,-1.55,36.75
54,0.27,-0.39,9.79,-2.26,-1.55,35.59
54,0.27,-0.39,9.79,-2.26,-1.55,35.59
54,0.27,-0.39,9.79,-2.26,-1.55,35.59
54,0.27,-0.39,9.79,-2.26,-1.55,35.59
54,0.27,-0.39,9.79,-2.26,-1.55,35.59
54,0.27,-0.39,9.79,-2.26,-1.55,37.67
54,0.27,-0.39,9.79,-2.26,-1.55,37.67
54,0.27,-0.39,9.79,-2.26,-1.55,37.67
55,0.27,-0.39,9.79,-2.26,-1.55,37.67
55,0.27,-0.39,9.79,-2.26,-1.55,37.67
55,0.27,-0.39,9.79,-2.26,-1.55,38.37
55,0.27,-0.39,9.79,-2.26,-1.55,38.37
55,0.27,-0.39,9.79,-2.26,-1.55,38.37
55,0.27,-0.39,9.79,-2.26,-1.55,38.37
55,0.27,-0.39,9.79,-2.26,-1.55,38.19
55,0.27,-0.46,9.79,-2.72,-1.55,38.19
