Time,Gyro_X,Gyro_Y,Gyro_Z,EKF_Roll,EKF_Pitch,EKF_Yaw,DMP_Roll,DMP_Pitch,DMP_Yaw
242.0,0.01,-0.0,0.0,36.67,-14.64,16.35,-2.64,-3.16,0.06
242.0,0.0,-0.0,0.0,36.69,-14.65,16.36,-2.64,-3.16,0.06
242.0,0.0,-0.0,0.0,36.69,-14.65,16.36,-2.2,-3.46,36.79
242.0,0.0,-0.0,0.0,36.69,-14.65,16.36,-2.64,-3.16,0.06
242.0,0.0,-0.0,0.0,36.69,-14.65,16.36,-2.64,-3.16,0.06
242.0,0.0,-0.0,0.0,36.69,-14.65,16.36,-2.64,-3.16,0.06
242.0,0.0,-0.0,0.01,36.71,-14.66,16.4,-2.64,-3.16,0.06
242.0,0.0,-0.0,0.01,36.71,-14.66,16.4,-2.2,-3.46,36.79
242.0,0.0,-0.0,0.01,36.71,-14.66,16.4,-2.64,-3.16,0.06
242.0,0.0,-0.0,0.01,36.71,-14.66,16.4,-2.64,-3.16,0.06
242.0,0.0,-0.0,0.0,36.73,-14.67,16.42,-2.64,-3.16,0.06
242.0,0.0,-0.0,0.0,36.73,-14.67,16.42,-2.2,-3.46,36.79
242.0,0.0,-0.0,0.0,36.73,-14.67,16.42,-2.64,-3.16,0.06
242.0,0.0,-0.0,0.0,36.73,-14.67,16.42,-2.64,-3.16,0.06
242.0,0.0,-0.0,0.0,36.73,-14.67,16.42,-2.64,-3.16,0.06
243.0,0.0,0.0,0.0,36.75,-14.66,16.44,-2.64,-3.16,0.06
243.0,0.0,0.0,0.0,36.75,-14.66,16.44,-2.2,-3.46,36.79
243.0,0.0,0.0,0.0,36.75,-14.66,16.44,-2.64,-3.16,0.06
243.0,0.0,0.0,0.0,36.75,-14.66,16.44,-2.64,-3.16,0.06
243.0,0.0,0.0,0.0,36.75,-14.66,16.44,-2.64,-3.16,0.06
243.0,0.0,-0.0,0.0,36.76,-14.67,16.44,-2.64,-3.16,0.06
243.0,0.0,-0.0,0.0,36.76,-14.67,16.44,-2.2,-3.46,36.79
243.0,0.0,-0.0,0.0,36.76,-14.67,16.44,-2.64,-3.16,0.06
243.0,0.0,-0.0,0.0,36.76,-14.67,16.44,-2.64,-3.16,0.06
243.0,0.0,-0.0,0.0,36.76,-14.67,16.44,-2.64,-3.16,0.06
243.0,0.01,0.0,0.0,36.81,-14.67,16.45,-2.64,-3.16,0.06
243.0,0.01,0.0,0.0,36.81,-14.67,16.45,-2.2,-3.46,36.79
243.0,0.01,0.0,0.0,36.81,-14.67,16.45,-2.64,-3.16,0.06
243.0,0.01,0.0,0.0,36.81,-14.67,16.45,-2.64,-3.16,0.06
243.0,0.01,0.0,0.0,36.81,-14.67,16.45,-2.64,-3.16,0.06
243.0,0.01,0.0,0.0,36.81,-14.67,16.45,-2.64,-3.16,0.06
243.0,0.01,0.0,0.0,36.85,-14.66,16.45,-2.64,-3.16,0.06
243.0,0.01,0.0,0.0,36.85,-14.66,16.45,-2.2,-3.46,36.79
243.0,0.01,0.0,0.0,36.85,-14.66,16.45,-2.2,-3.46,36.79
243.0,0.01,0.0,0.0,36.85,-14.66,16.45,-2.2,-3.46,36.79
243.0,0.01,0.0,0.0,36.85,-14.66,16.45,-2.64,-3.16,0.06
243.0,0.0,-0.0,0.0,36.87,-14.67,16.45,-2.64,-3.16,0.06
243.0,0.0,-0.0,0.0,36.87,-14.67,16.45,-2.2,-3.46,36.79
243.0,0.0,-0.0,0.0,36.87,-14.67,16.45,-2.2,-3.46,36.79
243.0,0.0,-0.0,0.0,36.87,-14.67,16.45,-2.2,-3.46,36.79
243.0,0.0,-0.0,0.0,36.87,-14.67,16.45,-2.64,-3.16,0.06
243.0,0.0,-0.0,0.0,36.87,-14.68,16.45,-2.64,-3.16,0.06
243.0,0.0,-0.0,0.0,36.87,-14.68,16.45,-2.2,-3.46,36.79
243.0,0.0,-0.0,0.0,36.87,-14.68,16.45,-2.2,-3.46,36.79
243.0,0.0,-0.0,0.0,36.87,-14.68,16.45,-2.64,-3.16,0.06
243.0,0.0,-0.0,0.0,36.87,-14.68,16.45,-2.64,-3.16,0.06
243.0,0.01,-0.0,0.0,36.91,-14.69,16.46,-2.64,-3.16,0.06
243.0,0.01,-0.0,0.0,36.91,-14.69,16.46,-2.2,-3.46,36.79
243.0,0.01,-0.0,0.0,36.91,-14.69,16.46,-2.2,-3.46,36.79
243.0,0.01,-0.0,0.0,36.91,-14.69,16.46,-2.64,-3.16,0.06
243.0,0.01,-0.0,0.0,36.91,-14.69,16.46,-2.64,-3.16,0.06
243.0,0.0,-0.0,0.0,36.93,-14.7,16.47,-2.64,-3.16,0.06
243.0,0.0,-0.0,0.0,36.93,-14.7,16.47,-2.2,-3.46,36.79
243.0,0.0,-0.0,0.0,36.93,-14.7,16.47,-2.2,-3.46,36.79
243.0,0.0,-0.0,0.0,36.93,-14.7,16.47,-2.64,-3.16,0.06
243.0,0.0,-0.0,0.0,36.93,-14.7,16.47,-2.64,-3.16,0.06
243.0,0.0,-0.0,0.01,36.94,-14.72,16.51,-2.64,-3.16,0.06
243.0,0.0,-0.0,0.01,36.94,-14.72,16.51,-2.2,-3.46,36.79
243.0,0.0,-0.0,0.01,36.94,-14.72,16.51,-2.2,-3.46,36.79
243.0,0.0,-0.0,0.01,36.94,-14.72,16.51,-2.64,-3.16,0.06
243.0,0.0,-0.0,0.01,36.94,-14.72,16.51,-2.64,-3.16,0.06
243.0,-0.0,0.0,-0.0,36.93,-14.7,16.49,-2.64,-3.16,0.06
243.0,-0.0,0.0,-0.0,36.93,-14.7,16.49,-2.2,-3.46,36.79
244.0,-0.0,0.0,-0.0,36.93,-14.7,16.49,-2.2,-3.46,36.79
244.0,-0.0,0.0,-0.0,36.93,-14.7,16.49,-2.64,-3.16,0.06
244.0,0.0,-0.0,0.0,36.95,-14.71,16.5,-2.64,-3.16,0.06
244.0,0.0,-0.0,0.0,36.95,-14.71,16.5,-2.2,-3.46,36.79
244.0,0.0,-0.0,0.0,36.95,-14.71,16.5,-2.2,-3.46,36.79
244.0,0.0,-0.0,0.0,36.95,-14.71,16.5,-2.2,-3.46,36.79
244.0,0.0,-0.0,0.0,36.95,-14.71,16.5,-2.64,-3.16,0.06
244.0,0.0,-0.0,0.0,36.98,-14.74,16.5,-2.64,-3.16,0.06
244.0,0.0,-0.0,0.0,36.98,-14.74,16.5,-2.2,-3.46,36.79
244.0,0.0,-0.0,0.0,36.98,-14.74,16.5,-2.2,-3.46,36.79
244.0,0.0,-0.0,0.0,36.98,-14.74,16.5,-2.2,-3.46,36.79
244.0,0.0,-0.0,0.0,36.98,-14.74,16.5,-2.64,-3.16,0.06
244.0,-0.0,-0.0,0.0,36.96,-14.75,16.5,-2.64,-3.16,0.06
244.0,-0.0,-0.0,0.0,36.96,-14.75,16.5,-2.2,-3.46,36.79
244.0,-0.0,-0.0,0.0,36.96,-14.75,16.5,-2.2,-3.46,36.79
244.0,-0.0,-0.0,0.0,36.96,-14.75,16.5,-2.2,-3.46,36.79
244.0,-0.0,-0.0,0.0,36.96,-14.75,16.5,-2.64,-3.16,0.06
244.0,0.0,0.0,-0.0,36.99,-14.75,16.49,-2.64,-3.16,0.06
244.0,0.0,0.0,-0.0,36.99,-14.75,16.49,-2.2,-3.46,36.79
244.0,0.0,0.0,-0.0,36.99,-14.75,16.49,-2.2,-3.46,36.79
244.0,0.0,0.0,-0.0,36.99,-14.75,16.49,-2.2,-3.46,36.79
244.0,0.0,0.0,-0.0,36.99,-14.75,16.49,-2.64,-3.16,0.06
244.0,0.0,-0.0,0.0,37.01,-14.76,16.51,-2.64,-3.16,0.06
244.0,0.0,-0.0,0.0,37.01,-14.76,16.51,-2.2,-3.46,36.79
244.0,0.0,-0.0,0.0,37.01,-14.76,16.51,-2.2,-3.46,36.79
244.0,0.0,-0.0,0.0,37.01,-14.76,16.51,-2.2,-3.46,36.79
244.0,0.0,-0.0,0.0,37.01,-14.76,16.51,-2.64,-3.16,0.06
244.0,0.0,-0.0,0.0,37.02,-14.77,16.52,-2.64,-3.16,0.06
244.0,0.0,-0.0,0.0,37.02,-14.77,16.52,-2.2,-3.46,36.79
244.0,0.0,-0.0,0.0,37.02,-14.77,16.52,-2.2,-3.46,36.79
244.0,0.0,-0.0,0.0,37.02,-14.77,16.52,-2.64,-3.16,0.06
244.0,0.0,-0.0,0.0,37.02,-14.77,16.52,-2.64,-3.16,0.06
244.0,0.0,0.0,0.0,37.03,-14.77,16.53,-2.64,-3.16,0.06
244.0,0.0,0.0,0.0,37.03,-14.77,16.53,-2.2,-3.46,36.79
244.0,0.0,0.0,0.0,37.03,-14.77,16.53,-2.2,-3.46,36.79
244.0,0.0,0.0,0.0,37.03,-14.77,16.53,-2.64,-3.16,0.06
244.0,0.0,0.0,0.0,37.03,-14.77,16.53,-2.64,-3.16,0.06
244.0,-0.0,0.0,0.0,37.01,-14.76,16.53,-2.64,-3.16,0.06
244.0,-0.0,0.0,0.0,37.01,-14.76,16.53,-2.2,-3.46,36.79
244.0,-0.0,0.0,0.0,37.01,-14.76,16.53,-2.2,-3.46,36.79
244.0,-0.0,0.0,0.0,37.01,-14.76,16.53,-2.64,-3.16,0.06
244.0,-0.0,0.0,0.0,37.01,-14.76,16.53,-2.64,-3.16,0.06
244.0,0.01,-0.0,0.0,37.04,-14.77,16.54,-2.64,-3.16,0.06
244.0,0.01,-0.0,0.0,37.04,-14.77,16.54,-2.21,-3.47,36.79
244.0,0.01,-0.0,0.0,37.04,-14.77,16.54,-2.21,-3.47,36.79
244.0,0.01,-0.0,0.0,37.04,-14.77,16.54,-2.64,-3.16,0.06
244.0,0.01,-0.0,0.0,37.04,-14.77,16.54,-2.64,-3.16,0.06
244.0,0.0,-0.0,-0.0,37.06,-14.78,16.53,-2.64,-3.16,0.06
244.0,0.0,-0.0,-0.0,37.06,-14.78,16.53,-2.21,-3.47,36.79
245.0,0.0,-0.0,-0.0,37.06,-14.78,16.53,-2.21,-3.47,36.79
245.0,0.0,-0.0,-0.0,37.06,-14.78,16.53,-2.64,-3.16,0.06
245.0,0.0,-0.0,-0.0,37.06,-14.78,16.53,-2.64,-3.16,0.06
245.0,0.0,0.0,0.0,37.07,-14.77,16.54,-2.64,-3.16,0.06
245.0,0.0,0.0,0.0,37.07,-14.77,16.54,-2.21,-3.47,36.79
245.0,0.0,0.0,0.0,37.07,-14.77,16.54,-2.21,-3.47,36.79
245.0,0.0,0.0,0.0,37.07,-14.77,16.54,-2.64,-3.16,0.06
245.0,0.0,0.0,-0.0,37.09,-14.77,16.53,-2.64,-3.16,0.06
245.0,0.0,0.0,-0.0,37.09,-14.77,16.53,-2.2,-3.47,36.79
245.0,0.0,0.0,-0.0,37.09,-14.77,16.53,-2.2,-3.47,36.79
245.0,0.0,0.0,-0.0,37.09,-14.77,16.53,-2.2,-3.47,36.79
245.0,0.0,0.0,-0.0,37.09,-14.77,16.53,-2.64,-3.16,0.06
245.0,-0.0,-0.0,0.0,37.08,-14.78,16.54,-2.64,-3.16,0.06
245.0,-0.0,-0.0,0.0,37.08,-14.78,16.54,-2.2,-3.47,36.79
245.0,-0.0,-0.0,0.0,37.08,-14.78,16.54,-2.2,-3.47,36.79
245.0,-0.0,-0.0,0.0,37.08,-14.78,16.54,-2.2,-3.47,36.79
245.0,-0.0,-0.0,0.0,37.08,-14.78,16.54,-2.64,-3.16,0.06
245.0,0.0,-0.0,0.0,37.1,-14.8,16.55,-2.64,-3.16,0.06
245.0,0.0,-0.0,0.0,37.1,-14.8,16.55,-2.2,-3.47,36.79
245.0,0.0,-0.0,0.0,37.1,-14.8,16.55,-2.2,-3.47,36.79
245.0,0.0,-0.0,0.0,37.1,-14.8,16.55,-2.2,-3.47,36.79
245.0,0.0,-0.0,0.0,37.1,-14.8,16.55,-2.64,-3.16,0.06
245.0,0.0,-0.0,0.0,37.11,-14.81,16.56,-2.64,-3.16,0.06
245.0,0.0,-0.0,0.0,37.11,-14.81,16.56,-2.21,-3.46,36.79
245.0,0.0,-0.0,0.0,37.11,-14.81,16.56,-2.21,-3.46,36.79
245.0,0.0,-0.0,0.0,37.11,-14.81,16.56,-2.64,-3.16,0.06
245.0,0.0,-0.0,0.0,37.11,-14.81,16.56,-2.64,-3.16,0.06
245.0,-0.0,-0.0,0.0,37.1,-14.82,16.58,-2.64,-3.16,0.06
245.0,-0.0,-0.0,0.0,37.1,-14.82,16.58,-2.21,-3.46,36.79
245.0,-0.0,-0.0,0.0,37.1,-14.82,16.58,-2.21,-3.46,36.79
245.0,-0.0,-0.0,0.0,37.1,-14.82,16.58,-2.64,-3.16,0.06
245.0,-0.0,-0.0,0.0,37.1,-14.82,16.58,-2.64,-3.16,0.06
245.0,-0.0,-0.0,0.0,37.1,-14.82,16.58,-2.64,-3.16,0.06
245.0,0.0,-0.0,0.0,37.12,-14.83,16.59,-2.64,-3.16,0.06
245.0,0.0,-0.0,0.0,37.12,-14.83,16.59,-2.21,-3.46,36.79
245.0,0.0,-0.0,0.0,37.12,-14.83,16.59,-2.64,-3.16,0.06
245.0,0.0,-0.0,0.0,37.12,-14.83,16.59,-2.64,-3.16,0.06
245.0,0.0,-0.0,0.0,37.12,-14.83,16.59,-2.64,-3.16,0.06
245.0,0.0,-0.0,0.0,37.12,-14.83,16.59,-2.64,-3.16,0.06
245.0,0.0,-0.0,0.0,37.14,-14.85,16.62,-2.64,-3.16,0.06
245.0,0.0,-0.0,0.0,37.14,-14.85,16.62,-2.21,-3.46,36.79
245.0,0.0,-0.0,0.0,37.14,-14.85,16.62,-2.21,-3.46,36.79
245.0,0.0,-0.0,0.0,37.14,-14.85,16.62,-2.21,-3.46,36.79
245.0,0.0,-0.0,0.0,37.14,-14.85,16.62,-2.64,-3.16,0.06
245.0,-0.0,-0.0,0.0,37.13,-14.87,16.62,-2.64,-3.16,0.06
245.0,-0.0,-0.0,0.0,37.13,-14.87,16.62,-2.21,-3.46,36.79
245.0,-0.0,-0.0,0.0,37.13,-14.87,16.62,-2.21,-3.46,36.79
246.0,-0.0,-0.0,0.0,37.13,-14.87,16.62,-2.21,-3.46,36.79
246.0,-0.0,-0.0,0.0,37.13,-14.87,16.62,-2.64,-3.16,0.06
246.0,0.0,0.0,0.0,37.13,-14.87,16.63,-2.64,-3.16,0.06
246.0,0.0,0.0,0.0,37.13,-14.87,16.63,-2.21,-3.46,36.79
246.0,0.0,0.0,0.0,37.13,-14.87,16.63,-2.21,-3.46,36.79
246.0,0.0,0.0,0.0,37.13,-14.87,16.63,-2.21,-3.46,36.79
246.0,0.0,0.0,0.0,37.13,-14.87,16.63,-2.64,-3.16,0.06
246.0,0.01,-0.0,0.0,37.18,-14.88,16.63,-2.64,-3.16,0.06
246.0,0.01,-0.0,0.0,37.18,-14.88,16.63,-2.21,-3.46,36.79
246.0,0.01,-0.0,0.0,37.18,-14.88,16.63,-2.21,-3.46,36.79
246.0,0.01,-0.0,0.0,37.18,-14.88,16.63,-2.21,-3.46,36.79
246.0,0.01,-0.0,0.0,37.18,-14.88,16.63,-2.64,-3.16,0.06
246.0,0.01,0.0,0.0,37.21,-14.87,16.64,-2.64,-3.16,0.06
246.0,0.01,0.0,0.0,37.21,-14.87,16.64,-2.21,-3.46,36.79
246.0,0.01,0.0,0.0,37.21,-14.87,16.64,-2.21,-3.46,36.79
246.0,0.01,0.0,0.0,37.21,-14.87,16.64,-2.21,-3.46,36.79
246.0,0.01,0.0,0.0,37.21,-14.87,16.64,-2.64,-3.16,0.06
246.0,-0.0,-0.0,0.0,37.18,-14.88,16.64,-2.64,-3.16,0.06
246.0,-0.0,-0.0,0.0,37.18,-14.88,16.64,-2.21,-3.46,36.79
246.0,-0.0,-0.0,0.0,37.18,-14.88,16.64,-2.21,-3.46,36.79
246.0,-0.0,-0.0,0.0,37.18,-14.88,16.64,-2.21,-3.46,36.79
246.0,-0.0,-0.0,0.0,37.18,-14.88,16.64,-2.64,-3.16,0.06
246.0,-0.0,-0.0,-0.0,37.17,-14.89,16.63,-2.64,-3.16,0.06
246.0,-0.0,-0.0,-0.0,37.17,-14.89,16.63,-2.21,-3.46,36.79
246.0,-0.0,-0.0,-0.0,37.17,-14.89,16.63,-2.21,-3.46,36.79
246.0,-0.0,-0.0,-0.0,37.17,-14.89,16.63,-2.64,-3.16,0.06
246.0,-0.0,-0.0,-0.0,37.17,-14.89,16.63,-2.64,-3.16,0.06
246.0,0.0,-0.0,-0.0,37.18,-14.91,16.61,-2.64,-3.16,0.06
246.0,0.0,-0.0,-0.0,37.18,-14.91,16.61,-2.21,-3.46,36.79
246.0,0.0,-0.0,-0.0,37.18,-14.91,16.61,-2.21,-3.46,36.79
246.0,0.0,-0.0,-0.0,37.18,-14.91,16.61,-2.64,-3.16,0.06
246.0,0.0,-0.0,-0.0,37.18,-14.91,16.61,-2.64,-3.16,0.06
246.0,0.01,0.0,0.0,37.22,-14.91,16.64,-2.64,-3.16,0.06
246.0,0.01,0.0,0.0,37.22,-14.91,16.64,-2.21,-3.46,36.79
246.0,0.01,0.0,0.0,37.22,-14.91,16.64,-2.21,-3.46,36.79
246.0,0.01,0.0,0.0,37.22,-14.91,16.64,-2.64,-3.16,0.06
246.0,0.01,0.0,0.0,37.22,-14.91,16.64,-2.64,-3.16,0.06
246.0,0.0,-0.0,0.0,37.22,-14.92,16.64,-2.64,-3.16,0.06
246.0,0.0,-0.0,0.0,37.22,-14.92,16.64,-2.21,-3.46,36.79
246.0,0.0,-0.0,0.0,37.22,-14.92,16.64,-2.21,-3.46,36.79
246.0,0.0,-0.0,0.0,37.22,-14.92,16.64,-2.64,-3.16,0.06
246.0,0.0,-0.0,0.0,37.22,-14.92,16.64,-2.64,-3.16,0.06
246.0,-0.0,-0.0,-0.0,37.2,-14.93,16.63,-2.64,-3.16,0.06
246.0,-0.0,-0.0,-0.0,37.2,-14.93,16.63,-2.21,-3.46,36.79
246.0,-0.0,-0.0,-0.0,37.2,-14.93,16.63,-2.21,-3.46,36.79
246.0,-0.0,-0.0,-0.0,37.2,-14.93,16.63,-2.64,-3.16,0.06
246.0,-0.0,-0.0,-0.0,37.2,-14.93,16.63,-2.64,-3.16,0.06
246.0,0.01,0.0,-0.0,37.24,-14.92,16.61,-2.64,-3.16,0.06
246.0,0.01,0.0,-0.0,37.24,-14.92,16.61,-2.21,-3.46,36.79
247.0,0.01,0.0,-0.0,37.24,-14.92,16.61,-2.21,-3.46,36.79
247.0,0.01,0.0,-0.0,37.24,-14.92,16.61,-2.64,-3.16,0.06
247.0,0.01,0.0,-0.0,37.24,-14.92,16.61,-2.64,-3.16,0.06
247.0,0.0,0.0,0.0,37.25,-14.9,16.64,-2.64,-3.16,0.06
247.0,0.0,0.0,0.0,37.25,-14.9,16.64,-2.21,-3.46,36.79
247.0,0.0,0.0,0.0,37.25,-14.9,16.64,-2.21,-3.46,36.79
247.0,0.0,0.0,0.0,37.25,-14.9,16.64,-2.64,-3.16,0.06
247.0,0.0,0.0,0.0,37.25,-14.9,16.64,-2.64,-3.16,0.06
247.0,0.0,-0.0,0.0,37.27,-14.92,16.64,-2.64,-3.16,0.06
247.0,0.0,-0.0,0.0,37.27,-14.92,16.64,-2.21,-3.46,36.79
247.0,0.0,-0.0,0.0,37.27,-14.92,16.64,-2.21,-3.46,36.79
247.0,0.0,-0.0,0.0,37.27,-14.92,16.64,-2.64,-3.16,0.06
247.0,0.0,-0.0,0.0,37.27,-14.92,16.64,-2.64,-3.16,0.06
247.0,0.0,0.0,0.0,37.3,-14.9,16.66,-2.64,-3.16,0.06
247.0,0.0,0.0,0.0,37.3,-14.9,16.66,-2.21,-3.46,36.79
247.0,0.0,0.0,0.0,37.3,-14.9,16.66,-2.21,-3.46,36.79
247.0,0.0,0.0,0.0,37.3,-14.9,16.66,-2.64,-3.16,0.06
247.0,0.0,0.0,0.0,37.3,-14.9,16.66,-2.64,-3.16,0.06
247.0,0.0,-0.0,0.0,37.32,-14.92,16.67,-2.64,-3.16,0.06
247.0,0.0,-0.0,0.0,37.32,-14.92,16.67,-2.21,-3.46,36.79
247.0,0.0,-0.0,0.0,37.32,-14.92,16.67,-2.21,-3.46,36.79
247.0,0.0,-0.0,0.0,37.32,-14.92,16.67,-2.64,-3.16,0.06
247.0,0.0,-0.0,0.0,37.32,-14.92,16.67,-2.64,-3.16,0.06
247.0,0.0,0.0,0.0,37.32,-14.92,16.69,-2.64,-3.16,0.06
247.0,0.0,0.0,0.0,37.32,-14.92,16.69,-2.2,-3.47,36.79
247.0,0.0,0.0,0.0,37.32,-14.92,16.69,-2.2,-3.47,36.79
247.0,0.0,0.0,0.0,37.32,-14.92,16.69,-2.64,-3.16,0.06
247.0,0.0,0.0,0.0,37.32,-14.92,16.69,-2.64,-3.16,0.06
247.0,0.0,0.0,0.0,37.32,-14.92,16.69,-2.64,-3.16,0.06
247.0,0.0,0.0,0.0,37.32,-14.92,16.69,-2.64,-3.16,0.06
247.0,0.0,-0.0,-0.0,37.35,-14.93,16.67,-2.64,-3.16,0.06
247.0,0.0,-0.0,-0.0,37.35,-14.93,16.67,-2.2,-3.47,36.79
247.0,0.0,-0.0,-0.0,37.35,-14.93,16.67,-2.2,-3.47,36.79
247.0,0.0,-0.0,-0.0,37.35,-14.93,16.67,-2.64,-3.16,0.06
247.0,0.0,-0.0,-0.0,37.35,-14.93,16.67,-2.64,-3.16,0.06
247.0,0.0,-0.0,0.0,37.36,-14.94,16.67,-2.64,-3.16,0.06
247.0,0.0,-0.0,0.0,37.36,-14.94,16.67,-2.2,-3.47,36.79
247.0,0.0,-0.0,0.0,37.36,-14.94,16.67,-2.2,-3.47,36.79
247.0,0.0,-0.0,0.0,37.36,-14.94,16.67,-2.64,-3.16,0.06
247.0,0.0,-0.0,0.0,37.36,-14.94,16.67,-2.64,-3.16,0.06
247.0,-0.0,-0.0,0.0,37.35,-14.96,16.68,-2.64,-3.16,0.06
247.0,-0.0,-0.0,0.0,37.35,-14.96,16.68,-2.2,-3.47,36.79
247.0,-0.0,-0.0,0.0,37.35,-14.96,16.68,-2.2,-3.47,36.79
247.0,-0.0,-0.0,0.0,37.35,-14.96,16.68,-2.64,-3.16,0.06
247.0,-0.0,-0.0,0.0,37.35,-14.96,16.68,-2.64,-3.16,0.06
247.0,0.0,-0.0,0.0,37.35,-14.97,16.68,-2.64,-3.16,0.06
247.0,0.0,-0.0,0.0,37.35,-14.97,16.68,-2.2,-3.47,36.79
248.0,0.0,-0.0,0.0,37.35,-14.97,16.68,-2.2,-3.47,36.79
248.0,0.0,-0.0,0.0,37.35,-14.97,16.68,-2.64,-3.16,0.06
248.0,0.0,-0.0,0.0,37.35,-14.97,16.68,-2.64,-3.16,0.06
248.0,0.01,-0.0,0.0,37.39,-14.99,16.7,-2.64,-3.16,0.06
248.0,0.01,-0.0,0.0,37.39,-14.99,16.7,-2.2,-3.47,36.79
248.0,0.01,-0.0,0.0,37.39,-14.99,16.7,-2.2,-3.47,36.79
248.0,0.01,-0.0,0.0,37.39,-14.99,16.7,-2.64,-3.16,0.06
248.0,0.01,-0.0,0.0,37.39,-14.99,16.7,-2.64,-3.16,0.06
248.0,0.0,-0.0,0.0,37.4,-15.0,16.71,-2.64,-3.16,0.06
248.0,0.0,-0.0,0.0,37.4,-15.0,16.71,-2.2,-3.47,36.79
248.0,0.0,-0.0,0.0,37.4,-15.0,16.71,-2.2,-3.47,36.79
248.0,0.0,-0.0,0.0,37.4,-15.0,16.71,-2.64,-3.16,0.06
